2.438366699218750000e+01,4.379577636718750000e+00,Propecia Multi-District Litigation,2011,Merck & Co. Inc.,Health,Civil,Non-Governmental,None,Pending
8.598482131958007812e+00,-2.345689010620117188e+01,Noble v. Serco (Fair Labor Standards Act Violation,2008,Serco Group,Labor,Civil,Non-Governmental,Defense - Army,Settlement
-1.871803092956542969e+01,1.275421237945556641e+01,Export Violations Involving the LTN-72 and LTN-92 ,2008,Northrop Grumman,Import/Export,Administrative,State Dept.,None,Fine
8.273036003112792969e+00,-1.298871612548828125e+01,Afghanistan Plane Crash,2005,Blackwater USA,Poor Contract Performance,Civil,Non-Governmental,Defense - General,Settlement
1.223091983795166016e+01,1.020393371582031250e+01,Insider Trading,2007,Dell Inc.,Securities,Civil,SEC,None,Settlement
-1.005299568176269531e+01,9.759458899497985840e-01,U.S.v. Hightower (FOB Fenty Fuel Theft Scheme),2012,Fluor Corporation,Ethics,Criminal,Justice,Defense - Army,Pleaded Guilty
-1.041663932800292969e+01,-2.265488624572753906e+01,Fraudulent Pricing of Claritin (Civil),2004,Schering-Plough Corporation,Government Contract Fraud,Civil,Multiple Agencies,Health and Human Services,Settlement
1.993410873413085938e+01,8.412495613098144531e+00,2011 Criminal and Civil Investigations Settlement,2011,GlaxoSmithKline,Health,Civil,Multiple Agencies,None,Settlement
2.817662620544433594e+01,-1.081527042388916016e+01,Negligent Diabetes Care at Trousdale Turner Correc,2018,Corrections Corporation of America,Human Rights,Civil,Non-Governmental,State/Local,Pending
4.222626495361328125e+01,1.085762691497802734e+01,In re Cardinal Health Inc. Securities Litigation (,2005,Cardinal Health Inc.,Securities,Civil,Non-Governmental,None,Settlement
1.681759834289550781e+01,-3.153321075439453125e+01,Roby v. McKesson (Wrongful Termination),2009,McKesson,Labor,Civil,Non-Governmental,None,Judgment Against Defendant
3.017348861694335938e+01,-1.019281196594238281e+01,Crane et al. v. CoreCivic (Illegal Wiretapping at ,2017,Corrections Corporation of America,Human Rights,Civil,Non-Governmental,Justice,Pending
1.393862628936767578e+01,-7.470544815063476562e+00,Al-Saleh v. Sargeant (Fraud),2008,International Oil Trading Company,Non-governmental Contract Fraud,Civil,Non-Governmental,Non-Governmental,Judgment Against Defendant
-3.791561126708984375e+01,-6.889689922332763672e+00,Violations of Classified Information Security Requ,2007,University of California,Poor Contract Performance,Civil,Energy,Energy,Fine
2.857973575592041016e+00,4.420537948608398438e+01,Roos et al. v. Honeywell International (Anticompet,2014,Honeywell International Inc.,Consumer Affairs,Civil,Non-Governmental,None,Settlement
1.694204521179199219e+01,-3.124032020568847656e+01,Schuett v. FedEx (Denial of Same-Sex Survivor Bene,2015,FedEx Corporation,Labor,Civil,Non-Governmental,None,Pending
-1.919419670104980469e+01,-1.572602081298828125e+01,False Claims on Contracts to House U.S. Troops in ,2012,KBR,Government Contract Fraud,Civil,Defense - General,Defense - Army,Pending
2.817660331726074219e+01,-1.081476688385009766e+01,Bryant v. GEO Group (Wrongful Death),2011,GEO Group,Human Rights,Civil,Non-Governmental,State/Local,Settlement
1.169116878509521484e+01,9.839243888854980469e+00,SEC v. Halliburton (Accounting Practices),2004,Halliburton,Securities,Civil,SEC,None,Settlement
8.760480880737304688e+00,2.108817100524902344e+01,Broadband/Video/Wireless Market Collusion,2012,Verizon Communications Inc.,Antitrust,Civil,Multiple Agencies,None,Settlement
-1.003549861907958984e+01,3.577295684814453125e+01,Improper Payment of Provider Claims,2010,Health Net Inc.,Consumer Affairs,Administrative,State/Local,None,Fine
-2.029050254821777344e+01,2.952274894714355469e+01,Failure to Meet Report Deadlines,2006,General Motors Corp.,Environment,Administrative,State/Local,None,Administrative Agreement
6.481448411941528320e-01,1.102137947082519531e+01,Clean Water Act Violation at XTO Energy's Penn Tow,2013,Exxon Mobil,Environment,Civil,Multiple Agencies,None,Settlement
-4.639013290405273438e+00,8.488067626953125000e+00,April 2010 Gulf of Mexico Oil Spill - Federal Crim,2012,BP P.L.C.,Environment,Criminal,Multiple Agencies,None,Pleaded Guilty
1.736038398742675781e+01,-2.994828987121582031e+01,Hubley v. Dell (Gender Discrimination),2008,Dell Inc.,Labor,Civil,Non-Governmental,None,Settlement
9.657277107238769531e+00,4.587431716918945312e+01,McMahon v. General Dynamics (Defective M2 Machine ,2012,General Dynamics,Consumer Affairs,Civil,Non-Governmental,Defense - Army,Settlement
-3.893943548202514648e+00,-1.909742546081542969e+01,Vezeau et al. v. Pfizer (Vfend False Claims),2005,Pfizer Inc.,Government Contract Fraud,Civil,Non-Governmental,Health and Human Services,Pending
-9.958085060119628906e+00,3.291524887084960938e+01,Premature Marketing of Long Distance Services,2003,Verizon Communications Inc.,Consumer Affairs,Administrative,FCC,None,Fine
1.503087234497070312e+01,-2.839137840270996094e+01,Ashmore v. CGI Group (Whistleblower Retaliation),2011,CGI Group Inc.,Labor,Civil,Non-Governmental,Housing and Urban Dev.,Pending
-1.074365520477294922e+01,-1.522728824615478516e+01,Military Vehicle Battery False Claims,2014,BAE Systems,Government Contract Fraud,Civil,Justice,Defense - General,Settlement
1.168800067901611328e+01,9.838109970092773438e+00,SEC v. Srinivasan (A.T. Kearney India Bribes),2007,Electronic Data Systems,Securities,Civil,SEC,None,Settlement
-1.147527027130126953e+01,2.461892509460449219e+01,DEA Suspension of Distribution License,2010,Court Square Capital Partners,Health,Administrative,Justice,None,Administrative Agreement
-1.029269790649414062e+01,-1.985935211181640625e+01,United States ex rel. Thornton v. SAIC (False Clai,1995,SAIC,Government Contract Fraud,Civil,Treasury,Treasury,Settlement
1.745722579956054688e+01,-3.157852363586425781e+01,Young v. Wackenhut (Violation of FMLA),2010,G4S PLC,Labor,Civil,Non-Governmental,None,Judgment Against Defendant
2.492383193969726562e+01,2.668339729309082031e+01,Gasoline Leak (Baltimore County Md.),2008,Exxon Mobil,Environment,Civil,State/Local,None,Settlement
-1.988942337036132812e+01,2.994194030761718750e+01,Environmental Violations at Torrance Calif. Refine,2007,Exxon Mobil,Environment,Administrative,State/Local,None,Fine
1.168800067901611328e+01,9.838109970092773438e+00,Afinsa - SEC Investigation,2009,Spectrum Group International Inc.,Securities,Civil,SEC,None,Judgment Against Defendant
-5.438321590423583984e+00,-1.212589550018310547e+01,Cancellation of A-12 Program,2014,Boeing Company General Dynamics,Poor Contract Performance,Civil,Defense - Navy,Defense - Navy,Settlement
-4.141634941101074219e+00,-1.682786369323730469e+01,Dimitroyannis v. Kavadi et al. (Texas Oncology Fal,2013,McKesson,Cost/Labor Mischarge,Civil,Non-Governmental,Health and Human Services,Pending
-1.523108482360839844e+01,2.690353393554687500e+01,Violation of Federal Aviation Administration Hazar,1998,Textron Inc.,Environment,Administrative,Transportation,None,Fine
3.867436408996582031e+00,4.517601013183593750e+01,Early Termination Fee Lawsuit,2008,Verizon Communications Inc.,Consumer Affairs,Civil,Non-Governmental,None,Settlement
4.182609939575195312e+01,1.158859539031982422e+01,Shareholder Lawsuit (Reporting of Business Aircraf,2009,Textron Inc.,Securities,Civil,Non-Governmental,None,Pending
7.324574947357177734e+00,2.539785957336425781e+01,Relafen Antitrust Litigation,2004,GlaxoSmithKline,Antitrust,Civil,Non-Governmental,None,Settlement
-2.056447029113769531e+01,-2.130566406250000000e+01,Tucker v. Engineering Services Inc. (Overcharging ,1995,Parsons Corporation,Cost/Labor Mischarge,Civil,Defense - Air Force,Defense - Air Force,Settlement
1.302607345581054688e+01,2.402950477600097656e+01,Defrauding Louisiana's Medicaid Program,2012,GlaxoSmithKline,Antitrust,Civil,State/Local,None,Settlement
1.749554061889648438e+01,-3.176615524291992188e+01,Hyldahl v. AT&T (FMLA Violation),2009,AT&T Inc.,Labor,Civil,Non-Governmental,None,Judgment Against Defendant
1.865358543395996094e+01,-2.995158767700195312e+01,Belflower v. Halliburton et al. (Negligence),2015,Halliburton,Labor,Civil,Non-Governmental,None,Pending
7.542751789093017578e+00,2.557790565490722656e+01,Chaires et al. v. Sanofi et al. (Insulin Price Fix,2017,Sanofi-Aventis,Antitrust,Civil,Non-Governmental,None,Pending
-1.241992187500000000e+01,-5.430577278137207031e+00,U.S. ex rel. Schroeder v. CH2M Hill (Hanford Time ,2013,CH2M Hill Companies Ltd.,Government Contract Fraud,Criminal,Justice,Energy,Non-Prosecution Agreement
2.373000144958496094e+00,4.494891738891601562e+01,HIV/AIDS Mail-Order Medications Lawsuit,2014,UnitedHealth Group,Consumer Affairs,Civil,Non-Governmental,None,Settlement
-4.279575729370117188e+01,-4.460893154144287109e+00,2011 Nuclear Safety and Radiological Violations at,2012,Battelle Energy Alliance LLC,Labor,Administrative,Energy,Energy,Fine
1.693902969360351562e+01,-2.521786499023437500e+01,Religious Discrimination,1997,CACI International Inc.,Labor,Civil,Commerce,Multiple Agencies,Settlement
3.244011688232421875e+01,-1.037964057922363281e+01,Sexual Assault,2006,Management & Training Corp.,Human Rights,Civil,Non-Governmental,None,Settlement
-1.002887248992919922e+01,3.577821350097656250e+01,Untrue Deceptive or Misleading Statements to Polic,2015,Humana,Consumer Affairs,Administrative,State/Local,None,Settlement
-1.995020484924316406e+01,3.020310020446777344e+01,Record Keeping Deficiencies and Emissions Exceedan,1999,Valero Energy Corp.,Environment,Administrative,State/Local,None,Fine
-1.214880084991455078e+01,-2.217981719970703125e+01,Bid-Rigging on NAVO MSRC Contract,2009,SAIC,Government Contract Fraud,Civil,Multiple Agencies,GSA,Settlement
1.445482349395751953e+01,-7.729279994964599609e+00,Breach of Contract,2000,General Motors Corp.,Non-governmental Contract Fraud,Civil,Non-Governmental,Non-Governmental,Judgment Against Defendant
-2.606661796569824219e+01,4.302568435668945312e+00,Safety Violations at Baton Rouge Refinery - Novemb,2017,Exxon Mobil,Labor,N/A,Labor - OSHA,None,Fine
-2.280858421325683594e+01,-9.883742332458496094e+00,Overcharges in Providing Fuel to a Police Academy ,2005,DynCorp International Inc.,Cost/Labor Mischarge,N/A,Multiple Agencies,State Dept.,Restitution
1.711004257202148438e+01,-3.086302185058593750e+01,Barnwell v. CCA (Unpaid Compensation),2008,Corrections Corporation of America,Labor,Civil,Non-Governmental,None,Settlement
-9.326142072677612305e-01,-5.859407424926757812e+00,Inmate Counting Issues at Trousdale Turner Correct,2017,Corrections Corporation of America,Poor Contract Performance,N/A,State/Local,State/Local,Fine
3.773497390747070312e+01,-2.451310920715332031e+01,EEOC v. UPS (Failing to Accommodate an Employee wi,2003,United Parcel Service Inc.,Labor,Civil,EEOC,None,Settlement
-1.018677330017089844e+01,8.515046119689941406e+00,Northumberland Safety Breach,2014,BAE Systems,Labor,Criminal,International,None,Pleaded Guilty
2.351941871643066406e+01,1.598604679107666016e+01,Unsafe Delivery Trucks (New York Investigation),2011,United Parcel Service Inc.,Health,Civil,State/Local,None,Settlement
4.182098388671875000e+01,1.162973690032958984e+01,Bridge Medical Stockholder Lawsuit,2007,AmerisourceBergen,Securities,Civil,Non-Governmental,None,Judgment Against Defendant
-7.736341476440429688e+00,3.516385650634765625e+01,Failure to Immediately Report Defect in Lithium-Io,2012,Hewlett-Packard Company,Consumer Affairs,Administrative,CPSC,None,Settlement
-4.279390335083007812e+01,-4.465942859649658203e+00,Violations of Nuclear Safety Requirements,2005,McDermott Inc.,Labor,Administrative,Energy,Energy,Fine
1.542241859436035156e+01,-2.634748840332031250e+01,Allen v. Booz Allen Hamilton (Breach of Contract F,2014,Booz Allen Hamilton,Labor,Civil,Non-Governmental,Non-Governmental,Pending
2.816387176513671875e+01,-1.072350692749023438e+01,Idaho Correctional Center - ACLU Lawsuit,2010,Corrections Corporation of America,Human Rights,Civil,Non-Governmental,State/Local,Settlement
-6.978484630584716797e+00,4.992835998535156250e+00,Conspiracy to Defraud Coalition Munitions Clearanc,2011,Parsons Corporation,Ethics,Criminal,Multiple Agencies,Defense - Army,Pleaded Guilty
1.775610542297363281e+01,-3.028755187988281250e+01,Allen v. Honeywell Retirement Earnings Plan,2008,Honeywell International Inc.,Labor,Civil,Non-Governmental,None,Settlement
-3.156060218811035156e+01,8.230904579162597656e+00,Sept. 2009 OSHA Inspection of Ohio Refinery,2010,BP P.L.C.,Labor,Administrative,Labor - OSHA,None,Fine
-2.890030670166015625e+01,-2.006048011779785156e+01,Intelligence Contract Labor Mischarging,2015,Booz Allen Hamilton,Government Contract Fraud,N/A,ICIG,ODNI,Investigative Finding
-1.648234939575195312e+01,1.035074329376220703e+01,Unauthorized Exports and Reexports,1995,Halliburton,Import/Export,Civil,Commerce,None,Fine
1.921230316162109375e+01,-3.013528251647949219e+01,Meza v. UPS (Unpaid Overtime),2009,United Parcel Service Inc.,Labor,Civil,Non-Governmental,None,Settlement
4.210379028320312500e+01,1.245400142669677734e+01,Illegal Marketing Shareholder Class Action Lawsuit,2010,Pfizer Inc.,Securities,Civil,Non-Governmental,None,Settlement
-1.245712184906005859e+01,-2.531298255920410156e+01,Falsification of Inspection Checklists and Install,1999,Northrop Grumman,Government Contract Fraud,Civil,Multiple Agencies,Multiple Agencies,Settlement
-2.395710182189941406e+01,-1.430754661560058594e+01,Overcharging on Afghanistan Food Supply Contract -,2014,Supreme Group Holding SARL,Government Contract Fraud,N/A,Defense - General,Defense - General,Suspend/Debar - Company
-1.181796073913574219e+01,-1.699852180480957031e+01,U.S. ex rel. Martin v. L-3 Communications (CONUS R,2015,L-3 Communications,Government Contract Fraud,Civil,Justice,Defense - Air Force,Settlement
-2.659948921203613281e+01,2.390029191970825195e+00,Overtime Pay Violation,2015,Halliburton,Labor,N/A,Labor,None,Restitution
-2.463335800170898438e+01,-1.548025226593017578e+01,Contracting Suspension - Anham FZCO and Anham USA,2018,Anham FZCO,Government Contract Fraud,Administrative,Defense - General,Defense - General,Suspend/Debar - Company
-5.382810115814208984e+00,3.294931411743164062e+01,Failure to Provide Accurate Benefit and Coverage I,2013,Centene Corporation,Consumer Affairs,Administrative,Health and Human Services,Health and Human Services,Fine
-9.479115486145019531e+00,6.561587333679199219e+00,Investigation of Alleged Medical Equipment Cartel,2018,General Electric,Ethics,Criminal,International,None,Pending
-9.189500808715820312e-01,1.056777834892272949e+00,Compensation Issues Regarding the Development of a,2005,Electronic Data Systems,Tax,Civil,International,International,Settlement
-3.157089233398437500e+01,8.151792526245117188e+00,OSHA Violations at Delaware City Refinery,2009,Valero Energy Corp.,Labor,Administrative,Labor - OSHA,None,Fine
-3.331340026855468750e+01,7.342332363128662109e+00,Cape Canaveral Air Force Station Safety Violation,2017,United Launch Alliance LLC,Labor,Administrative,Labor - OSHA,Defense - Air Force,Fine
-1.230012130737304688e+01,2.630139350891113281e+01,Improperly Installed Oxygen Systems on B-777 Airli,2011,Boeing Company,Health,Administrative,Transportation,None,Fine
2.452105140686035156e+01,5.886866092681884766e+00,Scroggin v. Wyeth (Hormone Therapy Litigation),2008,Wyeth,Health,Civil,Non-Governmental,None,Judgment Against Defendant
-2.534356117248535156e+01,2.170656394958496094e+01,Secondary Sump Pump Out of Service,2002,Exxon Mobil,Environment,Administrative,Interior,None,Fine
3.017296075820922852e+00,1.027097415924072266e+01,Medco False Claims Act Litigation,2006,Merck & Co. Inc.,Cost/Labor Mischarge,Civil,Multiple Agencies,None,Settlement
-9.478404998779296875e+00,4.920845031738281250e+00,Cell Phone Theft in Arizona,2015,FedEx Corporation,Ethics,Criminal,State/Local,None,Pleaded Guilty
5.840877532958984375e+00,-2.014592933654785156e+01,Point Blank Body Armor v. BAE Systems (Tortious In,2008,Armor Holdings Inc.,Ethics,Civil,Non-Governmental,Defense - Army,Settlement
1.189345932006835938e+01,1.012750911712646484e+01,Violations of Federal Securities Laws,2005,Royal Dutch Shell PLC,Securities,Civil,SEC,None,Administrative Agreement
-1.202110099792480469e+01,-4.747827148437500000e+01,Bethpage Groundwater Contamination Class Action,2016,Northrop Grumman,Environment,Civil,Non-Governmental,None,Pending
-2.118932342529296875e+01,2.847489929199218750e+01,Air Quality Violations at Benicia Refinery Decembe,2014,Valero Energy Corp.,Environment,Administrative,State/Local,None,Settlement
-1.003549861907958984e+01,3.577295684814453125e+01,Inadequate Number of Anesthesiologists in Texas,2018,Humana,Consumer Affairs,Administrative,State/Local,None,Fine
4.200821304321289062e+01,1.230588340759277344e+01,City of Livonia Employees' Retirement System v. Wy,2008,Wyeth,Securities,Civil,Non-Governmental,None,Settlement
-3.527971267700195312e+01,6.409838199615478516e+00,Whistleblower Retaliation at Hanford Nuclear Site,2014,Computer Sciences Corporation,Labor,Administrative,Labor - OSHA,Energy,Fine
-3.480567550659179688e+01,2.514751625061035156e+01,RCRA Violation at Agrifos Fertilizer Site,2010,Exxon Mobil,Environment,Administrative,EPA,None,Settlement
-1.289837265014648438e+01,-4.678768157958984375e+01,Aguinda v. ChevronTexaco (Amazon Rainforest Pollut,2003,ChevronTexaco Corporation,Environment,Civil,Non-Governmental,None,Judgment Against Defendant
-3.508822631835937500e+01,2.487459945678710938e+01,Upgrading Pollution Controls (Clean Air Act Violat,2007,Valero Energy Corp.,Environment,Administrative,EPA,None,Settlement
3.791444778442382812e+01,-2.430962181091308594e+01,Labor Discrimination (1997),1997,University of California,Labor,Civil,EEOC,None,Settlement
-2.051804161071777344e+01,2.935709762573242188e+01,Violations of Air Quality Regulations (Louisiana),2005,Exxon Mobil,Environment,Administrative,State/Local,None,Settlement
4.251475524902343750e+01,1.132340145111083984e+01,Norfolk County Retirement System v. Ustian et al. ,2007,Navistar Defense LLC,Securities,Civil,Non-Governmental,None,Settlement
-2.800070953369140625e+01,8.449427604675292969e+00,EEOC v. Honeywell Inc. (Age Discrimination),2004,Honeywell International Inc.,Labor,Administrative,EEOC,None,Administrative Agreement
-1.651680564880371094e+01,-1.877736091613769531e+01,Underpayment of Gas Royalties on Gulf of Mexico Le,2000,Royal Dutch Shell PLC,Government Contract Fraud,Civil,Interior,Interior,Settlement
1.912675666809082031e+01,-3.088832473754882812e+01,Edwards v. Southwestern Bell Telephone (Racial Dis,2008,AT&T Inc.,Labor,Civil,Non-Governmental,None,Judgment Against Defendant
1.168922424316406250e+01,9.825889587402343750e+00,SEC v. Gardner et al. (Aiding and Abetting Financi,2008,BearingPoint Inc.,Securities,Civil,SEC,None,Settlement
-2.137938499450683594e+00,-1.984895515441894531e+01,U.S. ex rel. Bonzani v. United Technologies (Fight,2016,United Technologies Corporation,Government Contract Fraud,Civil,Non-Governmental,Defense - Air Force,Pending
4.199723052978515625e+01,1.117636585235595703e+01,Garza v. Belton et al. (Securities Fraud),2008,Navistar Defense LLC,Securities,Civil,Non-Governmental,None,Settlement
-7.939403057098388672e+00,1.853889465332031250e+01,Failure to Report Ambien Patent Agreements,2011,Sanofi-Aventis,Antitrust,N/A,FTC,None,Investigative Finding
-4.589591217041015625e+01,2.715052604675292969e+01,Puerto Rico RCRA Violations,2011,ChevronTexaco Corporation,Environment,Civil,EPA,None,Settlement
6.912569522857666016e+00,-3.456144332885742188e+01,Singleton v. The University of California (Gender ,2003,University of California,Labor,Civil,Non-Governmental,Energy,Settlement
4.198792648315429688e+01,1.118723583221435547e+01,Waldbuesser et al v. Northrop Grumman (ERISA Viola,2006,Northrop Grumman,Securities,Civil,Non-Governmental,None,Settlement
-7.080866336822509766e+00,5.740065097808837891e+00,U.S. v. Elgawhary (Fraud and Money Laundering),2014,Bechtel Corporation,Ethics,Criminal,Multiple Agencies,None,Pleaded Guilty
-2.020298385620117188e+01,-2.265750122070312500e+01,Breach of Contract,1997,Stewart & Stevenson Services,Government Contract Fraud,Civil,Defense - Air Force,Defense - Air Force,Settlement
